timestamp,price,market_cap,volume_24h,circulating_supply,price_change_24h,bullish_sentiment,bearish_sentiment
2025-11-01 01:59:30,"$110,059.63",$2.19T,$51.18B,19.94M BTC,0.16% (24h),82%,18%
2025-11-01 02:36:49,"$110,070.85",$2.19T,$49.9B,19.94M BTC,0.42% (24h),82%,18%
2025-11-01 02:52:53,"$109,914.81",$2.19T,$50.36B,19.94M BTC,0.32% (24h),82%,18%
2025-11-01 03:21:45,"$110,078.22",$2.19T,$49.96B,19.94M BTC,0.32% (24h),82%,18%
2025-11-01 03:34:12,"$110,152.93",$2.19T,$49.86B,19.94M BTC,0.42% (24h),82%,18%
2025-11-01 03:49:23,"$110,043.00",$2.19T,$49.37B,19.94M BTC,0.53% (24h),82%,18%
2025-11-01 04:01:43,"$110,074.66",$2.19T,$48.35B,19.94M BTC,0.61% (24h),82%,18%
2025-11-01 04:34:05,"$110,164.02",$2.19T,$48.27B,19.94M BTC,0.43% (24h),82%,18%
2025-11-01 04:51:36,"$110,146.99",$2.19T,$47.32B,19.94M BTC,0.2% (24h),82%,18%
2025-11-01 05:12:36,"$110,161.65",$2.19T,$47.34B,19.94M BTC,0.07% (24h),82%,18%
2025-11-01 05:33:02,"$110,064.66",$2.19T,$47B,19.94M BTC,0.05% (24h),82%,18%
2025-11-01 05:49:25,"$110,003.99",$2.19T,$46.73B,19.94M BTC,0.03% (24h),82%,18%
2025-11-01 06:01:25,"$109,978.64",$2.19T,$46.66B,19.94M BTC,0.09% (24h),82%,18%
2025-11-01 06:29:33,"$109,935.93",$2.19T,$46.87B,19.94M BTC,0.11% (24h),82%,18%
2025-11-01 06:44:56,"$110,016.92",$2.19T,$46.79B,19.94M BTC,0% (24h),82%,18%
2025-11-01 06:58:50,"$110,057.03",$2.19T,$45.94B,19.94M BTC,0.21% (24h),82%,18%
2025-11-01 07:21:37,"$110,137.82",$2.19T,$46.41B,19.94M BTC,0.47% (24h),82%,18%
2025-11-01 07:34:27,"$109,972.49",$2.19T,$45.38B,19.94M BTC,0.45% (24h),82%,18%
2025-11-01 07:49:28,"$110,019.67",$2.19T,$46.02B,19.94M BTC,0.06% (24h),82%,18%
2025-11-01 08:01:17,"$110,104.79",$2.19T,$45.81B,19.94M BTC,0.04% (24h),82%,18%
2025-11-01 08:52:22,"$110,005.40",$2.19T,$44.02B,19.94M BTC,0.27% (24h),82%,18%
2025-11-01 09:27:45,"$109,961.75",$2.19T,$43.5B,19.94M BTC,0.02% (24h),82%,18%
2025-11-01 09:42:10,"$109,856.80",$2.19T,$42.68B,19.94M BTC,0.15% (24h),82%,18%
2025-11-01 09:59:29,"$109,926.22",$2.19T,$41.98B,19.94M BTC,0.15% (24h),82%,18%
2025-11-01 10:24:35,"$109,834.85",$2.19T,$40.49B,19.94M BTC,0.06% (24h),82%,18%
2025-11-01 10:41:30,"$109,841.03",$2.19T,$39.93B,19.94M BTC,0.09% (24h),82%,18%
2025-11-01 10:53:50,"$109,848.37",$2.19T,$39.76B,19.94M BTC,0.22% (24h),82%,18%
2025-11-01 11:21:19,"$110,175.36",$2.19T,$35.74B,19.94M BTC,0.43% (24h),82%,18%
2025-11-01 11:34:05,"$110,166.97",$2.19T,$35.36B,19.94M BTC,0.26% (24h),82%,18%
2025-11-01 11:49:14,"$110,142.58",$2.19T,$34.46B,19.94M BTC,0.14% (24h),82%,18%
2025-11-01 12:01:33,"$110,304.93",$2.19T,$34B,19.94M BTC,0.2% (24h),82%,18%
2025-11-01 12:31:46,"$110,239.85",$2.19T,$33.76B,19.94M BTC,0.15% (24h),82%,18%
2025-11-01 12:47:26,"$110,518.34",$2.2T,$33.49B,19.94M BTC,0.85% (24h),82%,18%
2025-11-01 12:59:28,"$110,511.88",$2.2T,$32.6B,19.94M BTC,1.61% (24h),82%,18%
2025-11-01 13:22:51,"$110,298.98",$2.19T,$31.36B,19.94M BTC,1.33% (24h),82%,18%
2025-11-01 13:39:34,"$110,396.23",$2.2T,$31.65B,19.94M BTC,1.15% (24h),82%,18%
2025-11-01 13:51:59,"$110,365.99",$2.2T,$31.13B,19.94M BTC,1.01% (24h),82%,18%
2025-11-01 14:16:08,"$110,347.35",$2.2T,$29.99B,19.94M BTC,0.95% (24h),82%,18%
2025-11-01 14:41:36,"$110,308.76",$2.19T,$30.06B,19.94M BTC,0.74% (24h),82%,18%
2025-11-01 14:54:02,"$110,413.61",$2.2T,$29.67B,19.94M BTC,0.99% (24h),82%,18%
2025-11-01 15:17:30,"$110,319.91",$2.2T,$28.93B,19.94M BTC,0.84% (24h),82%,18%
2025-11-01 15:29:16,"$110,364.89",$2.2T,$28.58B,19.94M BTC,0.5% (24h),82%,18%
2025-11-01 15:42:22,"$110,314.32",$2.2T,$28.12B,19.94M BTC,0.48% (24h),82%,18%
2025-11-01 15:59:25,"$110,382.81",$2.2T,$27.46B,19.94M BTC,0.51% (24h),82%,18%
2025-11-01 16:27:28,"$110,516.57",$2.2T,$25.97B,19.94M BTC,0.82% (24h),82%,18%
2025-11-01 16:41:09,"$110,514.71",$2.2T,$25.52B,19.94M BTC,0.91% (24h),82%,18%
2025-11-01 16:53:38,"$110,499.09",$2.2T,$26.62B,19.94M BTC,0.91% (24h),82%,18%
2025-11-01 17:20:10,"$110,266.42",$2.19T,$25.57B,19.94M BTC,0.72% (24h),82%,18%
2025-11-01 17:32:35,"$110,296.00",$2.19T,$25.6B,19.94M BTC,0.79% (24h),82%,18%
2025-11-01 17:49:12,"$110,059.90",$2.19T,$25.27B,19.94M BTC,0.46% (24h),82%,18%
2025-11-01 18:00:55,"$109,897.08",$2.19T,$25.28B,19.94M BTC,0.34% (24h),82%,18%
2025-11-01 18:27:20,"$109,958.10",$2.19T,$25.36B,19.94M BTC,0.36% (24h),82%,18%
2025-11-01 18:42:04,"$110,001.04",$2.19T,$26.09B,19.94M BTC,0.32% (24h),82%,18%
2025-11-01 18:53:49,"$110,005.55",$2.19T,$26.01B,19.94M BTC,0.41% (24h),82%,18%
2025-11-01 19:21:34,"$109,969.41",$2.19T,$25.94B,19.94M BTC,0.39% (24h),82%,18%
2025-11-01 19:34:30,"$110,047.18",$2.19T,$25.87B,19.94M BTC,0.49% (24h),82%,18%
2025-11-01 19:49:08,"$109,995.97",$2.19T,$25.78B,19.94M BTC,0.36% (24h),82%,18%
2025-11-01 20:00:49,"$110,036.25",$2.19T,$25.67B,19.94M BTC,0.43% (24h),82%,18%
2025-11-01 22:18:11,"$109,932.83",$2.19T,$25.3B,19.94M BTC,0.18% (24h),82%,18%
2025-11-01 23:33:12,"$109,971.05",$2.19T,$24.48B,19.94M BTC,0.01% (24h),82%,18%
2025-11-02 00:02:04,"$109,988.98",$2.19T,$24.42B,19.94M BTC,0.22% (24h),82%,18%
2025-11-02 00:35:48,"$110,112.52",$2.19T,$23.64B,19.94M BTC,0.15% (24h),82%,18%
2025-11-02 00:51:38,"$110,510.25",$2.2T,$24.5B,19.94M BTC,0.29% (24h),82%,18%
2025-11-02 01:12:40,"$110,465.80",$2.2T,$25.32B,19.94M BTC,0.39% (24h),82%,18%
2025-11-02 01:39:27,"$110,290.78",$2.19T,$25.83B,19.94M BTC,0.03% (24h),82%,18%
2025-11-02 01:49:59,"$110,383.63",$2.2T,$26.84B,19.94M BTC,0.18% (24h),82%,18%
2025-11-02 01:01:39,"$110,431.35",$2.2T,$27.26B,19.94M BTC,0.32% (24h),82%,18%
2025-11-02 01:40:06,"$110,318.16",$2.2T,$27.66B,19.94M BTC,0.22% (24h),82%,18%
2025-11-02 01:55:12,"$110,640.80",$2.2T,$28.14B,19.94M BTC,0.66% (24h),82%,18%
2025-11-02 02:22:02,"$110,455.35",$2.2T,$28.15B,19.94M BTC,0.34% (24h),82%,18%
2025-11-02 02:40:14,"$110,539.22",$2.2T,$28.25B,19.94M BTC,0.37% (24h),82%,18%
2025-11-02 02:52:35,"$110,806.92",$2.2T,$27.59B,19.94M BTC,0.71% (24h),82%,18%
2025-11-02 03:27:18,"$110,794.64",$2.2T,$28.31B,19.94M BTC,0.61% (24h),82%,18%
2025-11-02 03:44:49,"$110,766.51",$2.2T,$29.3B,19.94M BTC,0.57% (24h),82%,18%
2025-11-02 03:58:40,"$110,768.13",$2.2T,$29.37B,19.94M BTC,0.55% (24h),82%,18%
2025-11-02 04:24:58,"$110,975.78",$2.21T,$29.54B,19.94M BTC,0.77% (24h),82%,18%
2025-11-02 04:40:59,"$110,727.38",$2.2T,$29.66B,19.94M BTC,0.64% (24h),82%,18%
2025-11-02 04:52:35,"$110,573.67",$2.2T,$29B,19.94M BTC,0.54% (24h),82%,18%
2025-11-02 05:23:21,"$110,651.70",$2.2T,$30.15B,19.94M BTC,0.67% (24h),82%,18%
2025-11-02 05:43:02,"$110,388.60",$2.2T,$30.43B,19.94M BTC,0.39% (24h),82%,18%
2025-11-02 05:59:12,"$110,405.82",$2.2T,$30.7B,19.94M BTC,0.32% (24h),82%,18%
2025-11-02 06:20:40,"$110,756.97",$2.2T,$29.93B,19.94M BTC,0.55% (24h),82%,18%
2025-11-02 06:34:27,"$110,782.75",$2.2T,$30.21B,19.94M BTC,0.74% (24h),82%,18%
2025-11-02 06:49:29,"$110,916.24",$2.21T,$31.14B,19.94M BTC,0.8% (24h),82%,18%
2025-11-02 07:01:29,"$111,160.06",$2.21T,$30.68B,19.94M BTC,0.97% (24h),82%,18%
2025-11-02 07:51:45,"$110,768.64",$2.2T,$31.29B,19.94M BTC,0.7% (24h),82%,18%
2025-11-02 08:19:08,"$110,438.81",$2.2T,$31.37B,19.94M BTC,0.47% (24h),82%,18%
2025-11-02 08:37:12,"$110,267.05",$2.19T,$32.47B,19.94M BTC,0.28% (24h),82%,18%
2025-11-02 08:49:12,"$110,407.85",$2.2T,$32.55B,19.94M BTC,0.5% (24h),82%,18%
2025-11-02 09:01:06,"$110,494.61",$2.2T,$32.57B,19.94M BTC,0.5% (24h),82%,18%
2025-11-02 09:26:08,"$110,343.08",$2.2T,$32.57B,19.94M BTC,0.48% (24h),82%,18%
2025-11-02 09:41:43,"$110,405.21",$2.2T,$32.65B,19.94M BTC,0.51% (24h),82%,18%
2025-11-02 09:53:53,"$110,436.65",$2.2T,$32.82B,19.94M BTC,0.52% (24h),82%,18%
2025-11-02 10:22:03,"$110,454.72",$2.2T,$32.77B,19.94M BTC,0.26% (24h),82%,18%
2025-11-02 10:40:31,"$110,444.19",$2.2T,$31.76B,19.94M BTC,0.32% (24h),82%,18%
2025-11-02 10:53:50,"$110,237.06",$2.19T,$32.66B,19.94M BTC,0.11% (24h),82%,18%
2025-11-02 11:27:22,"$110,048.95",$2.19T,$33.04B,19.94M BTC,0.24% (24h),82%,18%
2025-11-02 11:45:46,"$110,040.92",$2.19T,$32.35B,19.94M BTC,0.38% (24h),82%,18%
2025-11-02 11:58:44,"$110,114.17",$2.19T,$33.11B,19.94M BTC,0.35% (24h),82%,18%
